wavelength,1,2,3,4,5,6,7,8,9,10
340.51,101,38,16,9,4,1,4,-2,-2,-1
340.963,102,38,22,9,10,5,3,2,2,2
341.416,105,46,17,13,7,8,6,2,0,3
341.87,113,46,21,15,10,9,9,8,6,2
342.323,119,48,26,15,10,4,11,6,4,2
342.776,119,51,21,15,10,10,8,3,3,2
343.23,123,47,23,10,7,8,1,-1,4,1
343.683,126,52,19,12,9,13,9,3,4,3
344.137,132,54,24,15,10,5,7,7,4,4
344.59,138,54,22,13,8,5,2,3,1,-2
345.044,140,54,24,19,14,4,5,9,3,5
345.497,146,61,28,19,12,7,8,4,2,5
345.951,151,62,24,16,10,6,8,0,2,4
346.405,159,66,29,21,12,10,9,9,4,1
346.858,170,72,32,20,15,11,7,4,1,1
347.312,175,67,32,17,9,7,8,2,2,0
347.766,176,71,37,19,16,12,8,6,7,7
348.22,197,80,34,24,19,15,12,5,4,5
348.674,197,76,33,18,10,5,10,3,2,-4
349.128,217,89,42,23,24,15,8,9,6,6
349.581,232,89,46,26,20,11,6,6,2,2
350.035,243,102,43,31,21,17,14,11,5,8
350.489,266,107,45,30,21,14,11,5,8,0
350.944,281,117,50,33,26,17,11,10,5,5
351.398,311,133,55,35,26,17,16,11,7,8
351.852,354,145,60,41,28,22,16,10,7,7
352.306,409,170,80,46,30,22,16,10,14,9
352.76,481,202,90,58,37,29,20,17,9,7
353.214,590,248,104,70,48,35,22,18,11,5
353.669,744,312,133,85,61,40,26,19,14,9
354.123,985,413,183,113,77,57,38,32,22,19
354.577,1313,548,236,149,103,72,52,43,27,21
355.032,1722,718,311,202,139,104,69,53,34,29
355.486,2193,915,395,253,174,122,87,64,42,31
355.941,2899,1207,527,340,232,166,116,79,59,41
356.395,3636,1512,667,422,282,200,144,103,74,58
356.85,4460,1856,809,511,353,248,176,127,85,67
357.304,5453,2253,981,625,425,296,209,152,103,75
357.759,6682,2784,1214,768,519,372,258,191,133,99
358.213,7908,3287,1433,908,619,434,302,219,154,115
358.668,9416,3939,1718,1089,738,516,358,263,179,136
359.123,11001,4629,2013,1276,867,606,422,309,210,153
359.578,12524,5308,2303,1461,990,697,478,356,241,175
360.032,14287,6154,2690,1703,1152,812,564,414,285,212
360.487,14883,7148,3128,1979,1339,943,646,479,329,242
360.942,14883,8304,3632,2294,1550,1095,751,557,380,282
361.397,14883,9242,4058,2564,1736,1223,847,623,433,317
361.852,14883,10662,4704,2981,2008,1409,979,722,497,363
362.307,14883,11861,5289,3344,2258,1583,1091,803,552,404
362.762,14883,13337,6015,3795,2567,1802,1250,914,629,465
363.217,14883,14883,7164,4529,3064,2151,1479,1090,756,553
363.672,14883,14883,8031,5110,3453,2422,1672,1227,844,622
364.127,14883,14883,9169,5841,3948,2766,1907,1406,964,712
364.583,14883,14883,10511,6712,4559,3184,2198,1616,1110,814
365.038,14883,14883,11539,7393,5011,3514,2416,1773,1220,896
365.493,14883,14883,12107,7811,5289,3701,2554,1872,1288,945
365.948,14883,14883,12793,8286,5616,3944,2706,1986,1363,999
366.404,14883,14883,13296,8636,5858,4108,2827,2071,1426,1040
366.859,14883,14883,13223,8585,5822,4083,2806,2053,1403,1032
367.314,14883,14883,12884,8344,5657,3965,2723,2000,1371,1006
367.77,14883,14883,12598,8149,5520,3875,2664,1951,1341,985
368.225,14883,14883,11980,7701,5226,3668,2521,1850,1274,929
368.681,14883,14883,11484,7367,4991,3497,2408,1766,1218,889
369.136,14883,14883,10992,7054,4767,3342,2299,1692,1154,850
369.592,14883,14883,10148,6475,4385,3068,2118,1554,1063,786
370.048,14883,14883,9747,6200,4203,2942,2028,1498,1022,753
370.503,14883,14883,9288,5913,4000,2806,1933,1425,977,716
370.959,14883,14883,8702,5533,3754,2631,1804,1337,911,670
371.415,14883,14883,8261,5256,3547,2485,1720,1263,866,641
371.871,14883,14883,7894,4990,3379,2362,1635,1202,826,610
372.326,14883,14883,7421,4702,3174,2229,1532,1128,777,569
372.782,14883,14883,7001,4439,2996,2112,1446,1072,737,537
373.238,14883,14158,6486,4108,2779,1943,1342,984,672,495
373.694,14883,13751,6279,3978,2682,1881,1291,957,657,485
374.15,14883,12626,5707,3601,2441,1709,1179,867,598,438
374.606,14883,11983,5387,3407,2306,1615,1112,825,563,412
375.062,14883,11074,4944,3140,2115,1491,1022,748,516,377
375.518,14883,9908,4399,2777,1886,1316,906,671,458,342
375.974,14883,9428,4177,2644,1781,1255,862,638,432,323
376.43,14883,8184,3620,2283,1546,1088,749,552,377,275
376.887,14883,7865,3469,2195,1485,1045,718,529,365,270
377.343,14883,6806,3004,1902,1285,902,626,457,313,233
377.799,14883,6516,2880,1817,1236,872,599,442,310,223
378.255,13765,5816,2567,1617,1100,772,535,392,269,197
378.712,12959,5440,2400,1522,1028,727,499,374,252,186
379.168,11900,4969,2195,1390,945,666,457,336,234,169
379.625,11110,4598,2032,1290,875,611,423,310,213,158
380.081,10792,4467,1966,1249,844,600,411,302,211,153
380.538,10123,4169,1836,1163,792,555,384,281,188,142
380.994,9136,3740,1658,1049,716,501,347,256,174,130
381.451,8840,3627,1604,1018,688,488,335,247,170,124
381.907,7981,3261,1449,915,623,442,301,228,156,113
382.364,7645,3131,1385,878,599,419,289,216,147,109
382.821,6989,2850,1267,801,544,387,266,194,134,97
383.277,6549,2663,1183,750,512,355,248,178,121,89
383.734,6045,2459,1092,696,471,327,227,167,112,88
384.191,5303,2165,961,612,415,287,203,146,102,72
384.648,5141,2091,929,595,403,283,196,147,103,76
385.105,4656,1896,843,536,371,260,175,129,94,71
385.562,4136,1682,753,473,328,229,159,118,78,58
386.018,3912,1595,710,452,311,219,147,113,74,56
386.475,3605,1478,656,417,287,201,136,103,69,49
386.933,3407,1391,622,397,270,186,131,97,65,47
387.39,3207,1309,587,372,258,177,125,92,63,44
387.847,3040,1239,563,355,246,169,116,87,61,51
388.304,2778,1141,510,323,223,155,111,83,55,42
388.761,2736,1118,504,322,220,153,105,79,55,39
389.218,2487,1014,452,290,200,140,94,73,52,30
389.675,2476,1016,455,292,196,139,99,70,50,33
390.133,2250,923,414,266,181,127,90,67,48,35
390.59,2134,867,386,248,168,116,79,56,36,27
391.047,1948,797,359,229,160,113,74,56,36,25
391.505,1848,757,340,215,153,104,72,53,35,33
391.962,1687,695,316,200,145,100,67,48,34,32
392.42,1587,648,289,185,131,92,63,47,31,24
392.877,1460,599,273,170,118,78,55,41,28,21
393.335,1314,538,246,158,106,80,51,41,29,23
393.792,1222,502,223,142,96,68,53,34,22,18
394.25,1123,466,209,137,95,64,47,38,24,17
394.708,1056,441,201,126,90,62,44,32,21,17
395.165,963,395,180,114,75,56,37,29,19,17
395.623,900,367,164,108,69,51,36,29,19,17
396.081,877,359,161,103,74,50,34,25,17,18
396.539,815,339,153,96,70,46,34,25,14,11
396.997,765,317,146,91,61,40,33,27,14,7
397.454,699,285,130,84,56,41,27,22,16,13
397.912,704,293,134,84,57,46,30,25,13,10
398.37,690,282,128,85,59,40,30,20,15,17
398.828,633,263,118,77,54,36,27,23,14,12
399.286,631,261,116,76,54,39,24,22,9,9
399.745,574,233,107,68,47,35,24,14,15,7
400.203,551,225,100,65,45,28,25,18,12,13
400.661,502,208,92,56,39,25,16,17,8,4
401.119,478,200,89,57,38,30,18,13,9,8
401.577,439,182,78,53,34,27,22,13,6,6
402.035,414,172,82,51,41,27,20,15,11,6
402.494,374,151,69,43,32,22,14,10,7,8
402.952,352,145,64,41,29,23,17,11,12,8
403.411,324,134,61,40,25,17,10,10,8,2
403.869,289,123,56,37,25,21,16,12,4,4
404.327,288,118,54,38,25,20,20,13,9,6
404.786,259,110,47,32,22,14,12,11,6,6
405.244,249,107,43,28,16,15,12,8,2,1
405.703,235,99,46,36,19,17,12,6,7,5
406.162,220,95,44,27,17,14,13,10,7,1
406.62,215,86,39,24,16,9,10,5,0,0
407.079,201,84,38,23,16,13,11,9,3,4
407.538,199,84,38,28,21,17,11,8,5,5
407.996,194,81,35,23,14,11,8,6,4,6
408.455,189,80,35,20,17,11,12,10,8,6
408.914,181,79,36,26,20,16,10,9,9,6
409.373,172,69,32,19,12,9,6,5,1,3
409.832,163,69,27,18,10,9,3,-1,2,4
410.291,161,69,31,19,14,14,6,6,7,2
410.75,150,66,33,24,14,13,8,4,1,2
411.209,147,60,28,14,16,9,8,4,1,4
411.668,141,58,27,19,13,10,15,10,5,9
412.127,127,54,24,20,9,12,12,5,3,2
412.586,118,49,20,11,10,4,5,0,0,-1
413.045,118,48,21,17,13,7,7,10,6,2
413.504,113,50,26,15,14,11,9,5,4,3
413.964,105,42,17,15,8,10,7,4,5,-1
414.423,98,44,18,16,11,7,10,3,9,4
414.882,93,39,20,15,11,9,5,6,-1,0
415.342,88,40,20,15,12,8,8,4,2,5
415.801,91,36,17,10,8,9,4,6,5,4
416.261,81,38,17,12,8,9,8,6,9,2
416.72,80,34,18,10,10,10,3,4,4,-1
417.18,78,33,17,11,9,7,10,5,4,4
417.639,78,30,18,7,11,7,3,4,0,0
418.099,73,24,14,8,3,2,4,-1,0,-1
418.558,72,34,11,8,1,5,2,3,-1,-1
419.018,68,31,16,8,7,4,0,2,0,4
419.478,64,31,14,10,12,7,7,4,2,4
419.937,71,30,16,12,11,11,4,5,1,5
420.397,74,27,11,13,10,7,10,1,-1,4
420.857,72,32,13,14,12,6,5,3,4,8
421.317,65,33,16,10,11,8,2,4,2,-1
421.777,65,25,15,9,9,5,4,6,2,2
422.237,63,29,13,7,7,4,3,5,2,6
422.697,61,24,7,10,5,0,0,0,-1,1
423.157,59,22,9,9,7,1,5,-1,3,2
423.617,63,24,18,9,10,7,6,10,2,5
424.077,55,23,11,7,10,3,5,6,2,4
424.537,54,24,16,8,8,2,4,1,-1,3
424.997,50,24,8,9,7,6,6,4,0,6
425.457,48,21,12,10,7,7,5,2,3,-2
425.917,48,24,8,8,7,0,4,4,0,2
426.378,54,24,15,12,10,5,7,6,7,7
426.838,50,23,11,8,5,5,2,2,0,3
427.298,46,25,9,9,4,4,3,-3,4,-2
427.759,43,22,12,9,9,6,4,0,3,2
428.219,39,13,6,1,1,-3,0,-4,-6,-4
428.68,45,19,10,6,7,3,0,3,3,4
429.14,41,20,13,9,7,6,1,1,4,-1
429.601,53,24,9,10,9,7,8,6,5,2
430.061,41,19,12,10,10,7,6,3,3,4
430.522,45,18,11,6,4,2,0,3,2,1
430.983,42,15,12,8,5,5,3,2,0,-1
431.443,47,22,11,10,5,7,5,4,5,4
431.904,46,21,8,9,8,5,5,3,3,2
432.365,41,21,12,9,12,5,3,4,1,1
432.825,44,24,17,9,9,1,7,4,3,1
433.286,40,18,12,6,1,3,5,3,1,4
433.747,41,19,10,5,7,5,0,3,1,3
434.208,38,14,5,6,3,5,1,3,-4,-2
434.669,42,20,10,6,7,6,9,4,3,5
435.13,35,17,8,3,3,2,5,0,-4,0
435.591,39,17,12,6,6,2,0,4,7,3
436.052,38,15,4,3,4,4,4,-2,1,0
436.513,38,20,7,11,7,7,6,4,2,3
436.974,41,22,12,7,8,6,7,6,6,5
437.436,39,20,10,7,7,7,5,6,3,0
437.897,40,17,10,7,8,4,5,6,3,3
438.358,34,17,10,5,5,5,4,1,4,5
438.819,35,19,8,11,5,4,6,5,0,3
439.281,37,19,11,8,2,5,4,5,0,1
439.742,31,14,8,11,7,0,2,6,1,-1
440.203,36,18,7,6,7,7,7,3,4,3
440.665,35,15,12,8,6,6,3,-1,0,2
441.126,31,15,7,6,6,4,6,2,-2,-1
441.588,35,17,8,7,10,4,5,4,4,4
442.049,36,17,10,9,10,6,5,7,0,3
442.511,38,11,9,8,8,4,6,6,2,1
442.973,32,20,8,6,7,7,4,-2,3,3
443.434,37,15,8,6,4,3,1,-2,1,2
443.896,38,17,14,9,4,5,5,7,2,6
444.358,36,16,6,11,5,3,7,6,1,0
444.819,31,17,11,7,6,4,6,6,2,3
445.281,32,17,9,5,5,8,5,-3,-2,-1
445.743,34,18,10,2,7,7,5,4,4,3
446.205,43,17,14,16,9,7,7,8,7,10
446.667,33,14,6,7,1,5,0,-1,0,-2
447.129,38,18,9,8,7,4,6,1,-3,-1
447.591,30,18,5,6,8,8,2,4,1,7
448.053,35,22,13,9,6,10,5,9,9,6
448.515,30,13,11,5,8,2,5,3,-1,3
448.977,32,15,10,11,6,10,5,6,2,4
449.439,27,15,4,7,6,1,3,-2,-1,-1
449.902,31,16,5,6,7,1,5,-4,2,5
450.364,32,12,6,4,6,7,3,9,1,2
450.826,31,18,1,8,6,4,4,4,2,5
451.288,28,18,11,9,7,7,6,3,4,1
451.751,33,16,7,7,8,3,6,2,5,2
452.213,29,15,5,2,3,3,3,0,2,0
452.676,32,15,1,-1,6,-2,8,1,6,-4
453.138,32,15,8,9,6,7,4,3,0,5
453.601,26,11,8,4,1,2,-1,-5,-1,1
454.063,24,9,1,2,1,3,2,2,-3,-1
454.526,27,15,5,5,1,3,1,3,0,1
454.988,33,15,7,4,4,3,1,6,6,2
455.451,29,9,3,4,2,1,3,0,0,-1
455.914,30,13,11,3,6,5,5,4,5,2
456.376,30,18,11,10,8,5,8,3,5,7
456.839,35,16,10,8,1,4,2,3,2,2
457.302,31,16,8,5,10,5,3,4,0,9
457.765,32,15,12,7,3,4,7,7,1,5
458.228,34,18,5,8,6,8,8,1,5,3
458.69,24,15,8,5,2,2,3,0,3,1
459.153,30,13,7,6,5,7,1,2,0,0
459.616,34,11,4,6,4,2,2,3,4,3
460.079,30,18,12,5,7,7,5,3,5,3
460.543,31,15,14,7,4,4,4,5,3,3
461.006,30,16,12,11,13,7,9,4,3,5
461.469,30,16,9,6,3,6,6,5,3,5
461.932,27,10,1,9,4,0,4,1,2,3
462.395,28,13,11,5,9,2,8,2,2,4
462.858,30,20,7,10,7,6,1,2,4,5
463.322,34,18,12,8,11,3,8,6,4,5
463.785,27,14,3,2,5,0,2,2,0,0
464.248,31,12,6,7,6,8,5,8,1,2
464.712,31,18,14,10,11,6,4,5,4,6
465.175,30,17,10,10,9,6,5,4,1,2
465.639,29,9,6,4,7,1,2,3,1,1
466.102,31,15,7,6,4,4,5,6,4,4
466.566,28,13,5,9,2,4,7,4,4,7
467.029,28,15,12,7,3,3,0,3,1,-2
467.493,26,12,7,5,6,2,2,2,3,0
467.957,30,13,9,7,6,5,3,4,0,-1
468.42,29,16,10,4,4,7,6,1,-1,5
468.884,28,13,8,8,9,5,6,1,4,5
469.348,29,17,12,13,12,3,3,4,7,5
469.812,32,16,8,4,8,8,5,4,3,3
470.276,33,16,11,8,10,8,9,2,6,4
470.74,36,18,14,11,11,10,11,9,5,2
471.204,28,16,7,7,9,3,5,0,2,0
471.667,30,17,10,12,9,9,2,6,-1,3
472.131,30,20,11,9,8,7,4,5,3,7
472.596,34,19,10,7,8,4,2,-2,0,2
473.06,37,26,19,12,11,11,8,6,4,8
473.524,35,22,9,11,8,8,8,4,6,4
473.988,35,22,16,6,12,8,6,5,2,5
474.452,37,23,19,13,7,7,4,3,5,6
474.916,36,20,17,15,12,13,8,4,3,6
475.381,37,21,12,7,7,8,-1,3,-3,0
475.845,35,23,15,13,10,10,9,7,4,3
476.309,35,21,16,15,9,11,7,8,6,7
476.774,36,22,15,14,11,10,7,7,4,2
477.238,41,25,14,13,11,10,7,5,7,5
477.703,39,29,17,13,10,10,10,8,4,6
478.167,44,27,15,18,17,10,10,10,9,9
478.632,35,21,15,15,9,8,3,6,4,1
479.096,43,23,19,15,14,11,8,3,2,3
479.561,45,26,18,10,14,7,12,6,5,3
480.026,47,28,18,19,14,8,14,7,5,7
480.49,41,27,20,17,17,14,9,9,5,6
480.955,46,28,25,17,10,12,10,10,8,5
481.42,45,27,21,16,11,17,8,5,3,4
481.885,47,29,17,16,15,9,12,8,10,5
482.349,42,29,20,20,15,13,9,8,8,-1
482.814,46,33,24,22,20,19,13,11,10,9
483.279,47,35,23,22,19,14,11,8,4,6
483.744,50,35,26,17,18,18,16,9,7,9
484.209,56,44,28,29,21,19,17,18,13,9
484.674,55,36,24,22,18,17,12,13,6,3
485.139,55,40,30,24,22,18,12,8,7,6
485.604,59,39,34,27,25,17,14,14,10,7
486.069,60,45,34,27,26,20,23,15,11,9
486.535,63,41,31,28,21,21,17,13,10,7
487,63,41,33,27,26,23,20,16,13,9
487.465,65,50,37,29,28,19,18,12,6,11
487.93,65,47,34,29,23,21,16,12,9,11
488.396,65,47,32,34,26,22,20,12,12,8
488.861,68,50,40,38,32,28,15,17,12,10
489.327,71,54,45,36,32,27,20,19,15,11
489.792,70,57,46,37,28,25,22,19,11,12
490.258,69,54,43,36,25,21,18,18,14,17
490.723,73,57,46,42,33,27,24,20,14,14
491.189,79,59,50,42,33,28,22,22,15,16
491.654,77,58,44,41,30,26,18,17,16,10
492.12,72,59,48,40,32,27,19,16,19,12
492.586,76,58,46,42,31,26,27,15,14,15
493.051,75,61,47,40,32,26,24,19,15,11
493.517,82,63,50,41,38,27,25,21,17,15
493.983,85,66,51,41,44,36,27,27,16,17
494.449,85,66,57,49,41,34,25,24,19,17
494.915,83,63,55,45,37,35,26,20,15,13
495.38,82,71,58,48,42,34,28,29,22,16
495.846,84,72,54,49,37,30,24,24,13,15
496.312,90,67,59,48,43,28,27,26,18,16
496.778,97,80,64,56,45,36,36,25,20,19
497.244,92,76,62,51,45,40,32,24,19,20
497.711,96,78,63,56,45,43,33,26,19,15
498.177,95,77,68,55,50,37,29,31,18,20
498.643,103,78,65,59,48,37,36,30,23,18
499.109,103,82,68,62,52,42,35,28,25,18
499.575,105,86,77,62,53,45,38,30,25,20
500.042,108,85,71,64,55,42,36,29,18,19
500.508,108,92,75,64,57,46,36,31,28,21
500.974,107,91,76,64,56,43,35,30,25,23
501.441,115,89,75,63,53,47,37,33,27,17
501.907,118,95,77,71,58,52,42,32,27,22
502.374,121,103,82,73,64,54,41,35,31,26
502.84,121,100,82,71,65,47,40,34,27,25
503.307,121,99,84,75,63,52,42,34,27,22
503.773,127,103,85,70,62,53,42,34,28,23
504.24,124,103,87,76,63,55,45,34,29,23
504.707,127,105,89,76,62,55,41,39,31,24
505.173,130,107,90,75,68,51,44,36,30,22
505.64,130,108,94,78,70,52,49,38,30,28
506.107,132,113,94,82,68,56,50,37,27,26
506.574,135,110,89,75,65,59,49,34,31,23
507.04,136,113,90,76,67,57,46,36,33,29
507.507,134,112,91,78,70,57,51,40,28,28
507.974,133,115,98,81,73,62,52,41,34,25
508.441,138,119,96,84,69,62,52,44,33,27
508.908,142,118,98,83,72,60,47,42,36,30
509.375,131,115,93,82,71,62,45,41,33,27
509.842,140,121,99,80,69,65,50,42,31,28
510.31,142,116,101,88,70,65,48,38,35,29
510.777,138,116,97,78,71,60,50,37,31,24
511.244,151,125,104,90,77,67,55,43,40,28
511.711,148,125,108,87,78,67,57,49,36,30
512.178,150,127,105,94,76,66,55,46,33,34
512.646,148,121,102,92,83,58,52,41,32,31
513.113,158,129,108,94,79,66,55,45,33,34
513.58,151,128,107,93,81,68,50,44,34,26
514.048,151,124,107,91,77,60,52,41,31,30
514.515,152,132,110,95,80,70,53,48,41,28
514.983,159,134,113,97,81,72,55,44,40,34
515.45,165,141,119,105,82,74,61,48,41,35
515.918,158,131,113,98,83,71,53,46,38,34
516.386,162,138,116,102,88,71,59,49,41,32
516.853,158,134,114,97,85,65,55,42,36,34
517.321,170,146,122,103,90,77,66,54,44,38
517.789,163,139,122,103,90,75,58,51,41,36
518.256,164,140,115,99,83,68,57,49,36,28
518.724,167,143,118,105,87,74,60,47,39,36
519.192,165,146,120,100,89,77,59,48,37,32
519.66,165,148,122,104,86,74,56,51,38,31
520.128,171,146,122,104,91,75,60,49,38,35
520.596,172,143,120,106,88,78,62,55,42,39
521.064,169,146,118,106,90,74,63,49,42,32
521.532,174,151,125,105,94,76,66,53,38,36
522,167,142,118,98,86,70,56,48,40,28
522.468,172,146,119,104,94,73,66,53,38,33
522.936,166,140,119,105,93,75,58,48,42,31
523.404,168,143,117,107,85,76,63,48,40,33
523.873,164,138,117,103,91,70,61,51,39,32
524.341,169,146,116,102,88,72,62,51,40,37
524.809,171,143,126,99,93,75,60,52,40,35
525.277,163,141,117,103,86,73,53,47,36,33
525.746,165,139,121,104,83,72,62,54,44,34
526.214,165,143,120,106,86,74,65,51,42,32
526.683,165,145,120,104,88,77,62,46,41,35
527.151,165,140,117,99,87,72,58,45,42,33
527.62,159,137,111,97,87,73,52,45,38,26
528.088,164,137,115,101,87,71,58,52,37,34
528.557,167,139,116,100,82,75,60,47,37,31
529.025,162,143,120,105,90,71,59,49,43,32
529.494,161,139,114,98,86,70,58,46,35,33
529.963,164,140,119,100,87,71,58,53,39,34
530.432,167,140,112,104,86,71,60,47,35,31
530.9,167,142,119,100,91,72,60,51,43,33
531.369,166,144,120,107,87,75,64,49,40,30
531.838,166,143,122,102,90,75,57,49,42,32
532.307,170,142,120,104,87,74,62,52,42,35
532.776,170,146,124,105,89,73,64,54,42,35
533.245,169,141,127,106,92,74,63,49,38,32
533.714,170,147,123,108,89,71,61,50,36,34
534.183,176,147,128,109,89,79,59,54,42,32
534.652,179,150,129,108,92,78,62,53,42,37
535.121,175,148,123,104,93,79,66,52,41,35
535.59,180,152,128,110,96,80,66,53,44,36
536.06,172,149,127,105,89,68,59,49,38,30
536.529,180,156,131,112,93,79,67,54,46,35
536.998,175,147,119,105,91,77,63,55,43,33
537.468,183,156,131,108,94,79,65,52,44,36
537.937,175,144,124,110,89,73,62,48,39,28
538.406,178,151,124,104,94,78,60,47,44,39
538.876,176,149,123,107,92,78,61,52,36,36
539.345,183,154,132,113,96,83,69,55,44,41
539.815,175,147,123,104,88,75,62,50,41,36
540.284,170,147,123,101,91,78,62,52,43,35
540.754,171.5,145,121.5,102.5,88.5,77,62,51,39.5,36
541.223,173,143,120,104,86,76,62,50,36,37
541.693,167,145,123,103,90,73,64,47,38,32
542.163,164,137,117,99,87,69,58,47,38,30
542.633,168,140,113,100,86,74,56,52,37,31
543.102,162,139,109,96,78,70,58,45,41,35
543.572,156,130,111,95,81,67,60,42,33,30
544.042,161,135,114,97,84,69,58,48,42,34
544.512,160,131,106,97,82,66,55,48,33,28
544.982,157,132,111,90,79,67,56,45,35,29
545.452,154,129,111,91,79,69,54,49,39,33
545.922,153,124,103,88,75,66,55,44,30,29
546.392,152,131,103,93,79,64,56,45,35,34
546.862,153,129,105,86,77,61,51,38,32,28
547.332,150,121,100,88,74,63,47,41,30,29
547.802,153,132,104,91,79,65,55,46,32,33
548.272,152,123,106,93,77,62,51,47,35,28
548.743,148,120,105,88,79,63,52,43,35,31
549.213,145,120,100,86,68,58,45,40,29,25
549.683,153,126,103,91,72,63,53,47,30,29
550.154,149,123,102,88,76,65,47,43,36,24
550.624,149,123,101,87,77,59,52,46,35,31
551.094,146,121,99,86,70,57,52,40,31,32
551.565,150,124,105,85,75,61,47,41,33,27
552.035,145,120,97,85,69,63,49,40,31,28
552.506,146,118,97,84,72,62,47,40,31,26
552.977,148,121,100,86,75,60,49,43,37,30
553.447,141,117,101,85,71,61,50,36,31,28
553.918,146,122,102,88,73,61,52,42,39,29
554.389,149,120,94,86,69,60,47,38,33,29
554.859,145,121,93,85,69,59,48,42,33,29
555.33,132,109,95,81,69,54,40,36,28,28
555.801,133,108,90,74,62,59,43,32,25,22
556.272,139,113,89,78,66,55,48,36,29,25
556.743,137,113,92,80,65,56,46,35,27,25
557.213,140,113,96,79,68,59,43,42,33,24
557.684,133,108,91,78,67,57,41,34,29,27
558.155,133,104,87,78,68,52,43,36,27,22
558.626,129,106,86,71,59,55,46,38,25,28
559.098,130,105,86,74,66,54,44,37,27,25
559.569,132,105,85,68,59,49,41,36,32,25
560.04,124,100,86,72,61,50,44,32,28,24
560.511,127,97,89,74,61,51,37,33,28,29
560.982,121,101,78,70,56,48,38,29,23,23
561.453,123,96,75,66,56,47,38,33,19,20
561.925,121,95,79,63,55,48,40,30,24,22
562.396,113,91,80,67,58,42,40,25,26,21
562.867,119,92,76,67,56,45,40,36,25,24
563.339,111,92,68,64,52,38,34,28,22,22
563.81,113,90,73,63,56,50,37,34,23,21
564.282,112,85,76,63,57,46,37,30,21,22
564.753,111,84,73,66,55,45,39,28,24,25
565.225,112,87,70,61,52,45,35,31,21,18
565.697,106,89,63,57,52,40,30,28,22,16
566.168,104,85,72,62,47,38,29,27,21,14
566.64,101,79,66,53,50,38,29,21,16,15
567.112,101,82,68,57,45,41,31,25,22,15
567.583,107,84,64,55,51,43,35,25,22,17
568.055,99,78,60,52,44,31,24,20,11,12
568.527,103,82,63,58,50,44,31,25,23,18
